place_id	decade	presence_status	persuasion_ids	polity_id	ruling_subdivision	council_context	evidence_note_id
city:damascus-damascus	210	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		6ce270e5ea
city:damascus-damascus	220	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		fbe97d4c5f
city:damascus-damascus	230	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		41ef477900
city:damascus-damascus	240	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		5e7e70e10a
city:damascus-damascus	250	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		cc9e2c9404
city:damascus-damascus	260	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		c375a0781a
city:damascus-damascus	270	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		3fb57f165f
city:damascus-damascus	280	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		2811298f4a
city:damascus-damascus	290	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		efa5b32bcc
city:damascus-damascus	300	probable	orthodox;proto-orthodox	roman-empire	Roman Syria		2e338470b9
city:damascus-damascus	310	attested	orthodox;proto-orthodox	roman-empire	Roman Syria		a3f21290b4
city:damascus-damascus	320	attested	nicene;orthodox	roman-empire	Roman Syria	Nicaea I (325): affected	e13a771c61
city:damascus-damascus	330	attested	nicene;orthodox	roman-empire	Roman Syria		ede1da531d
city:damascus-damascus	340	attested	arian;nicene;orthodox	roman-empire	Roman Syria		816e9a28be
city:damascus-damascus	350	attested	arian;nicene;orthodox	roman-empire	Roman Syria		901bd056dc
city:caesarea-maritima-caesarea	40	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		f184e684ec
city:caesarea-maritima-caesarea	50	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		61c82d4fde
city:caesarea-maritima-caesarea	60	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		dc54a35bac
city:caesarea-maritima-caesarea	70	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		67ca3164c8
city:caesarea-maritima-caesarea	80	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		f5f46e01bf
city:caesarea-maritima-caesarea	90	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		120ef61ee5
city:caesarea-maritima-caesarea	100	attested	catholic;orthodox;proto-orthodox	roman-empire	Judaea		32dc2fe8fc
city:caesarea-maritima-caesarea	110	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		1b633ef9ab
city:caesarea-maritima-caesarea	120	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		c9445dd8a7
city:caesarea-maritima-caesarea	130	probable	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		6d1c3f3395
city:caesarea-maritima-caesarea	150	probable	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		834269d34d
city:caesarea-maritima-caesarea	160	probable	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		99bb48c110
city:caesarea-maritima-caesarea	170	probable	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		b71b082b80
city:caesarea-maritima-caesarea	180	probable	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		48f5d7653f
city:caesarea-maritima-caesarea	190	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		838c5ab088
city:caesarea-maritima-caesarea	200	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		cd78e9845c
city:caesarea-maritima-caesarea	210	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		c111849998
city:caesarea-maritima-caesarea	220	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		93e2cdb7f4
city:caesarea-maritima-caesarea	230	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		793ccf8082
city:caesarea-maritima-caesarea	240	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		90d0515dc3
city:caesarea-maritima-caesarea	250	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		f1f09ecee9
city:caesarea-maritima-caesarea	260	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		5cfea93980
city:caesarea-maritima-caesarea	270	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		9320d1e703
city:caesarea-maritima-caesarea	280	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		b0f4e5dd9f
city:caesarea-maritima-caesarea	290	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		0c8336feb6
city:caesarea-maritima-caesarea	300	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		28f2d4ff32
city:caesarea-maritima-caesarea	310	attested	catholic;orthodox;proto-orthodox	roman-empire	Syria Palaestina		d5ce8a9142
city:caesarea-maritima-caesarea	320	attested	catholic;nicene;orthodox	roman-empire	Syria Palaestina	Nicaea I (325): supports	f110ec047e
city:caesarea-maritima-caesarea	330	attested	arian;catholic;nicene;orthodox	roman-empire	Syria Palaestina		1af671b1c8
city:caesarea-maritima-caesarea	340	attested	arian;catholic;orthodox	roman-empire	Syria Palaestina		bc8f839d7d
city:caesarea-maritima-caesarea	350	attested	arian;catholic;orthodox	roman-empire	Syria Palaestina		428d2f03e9
city:joppa-jaffa-tel-aviv-yafo	40	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		79967fc60a
city:joppa-jaffa-tel-aviv-yafo	50	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		7d0cf63410
city:joppa-jaffa-tel-aviv-yafo	60	probable	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		71646477a6
city:joppa-jaffa-tel-aviv-yafo	70	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		29d6766286
city:joppa-jaffa-tel-aviv-yafo	80	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		479b266b7d
city:joppa-jaffa-tel-aviv-yafo	100	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		3855c45355
city:joppa-jaffa-tel-aviv-yafo	110	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		3855c45355
city:joppa-jaffa-tel-aviv-yafo	120	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		86c7cca3cf
city:joppa-jaffa-tel-aviv-yafo	320	attested	catholic;nicene;orthodox	roman-empire	Syria Palaestina	Nicaea I (325): affected	8e98e2c099
city:joppa-jaffa-tel-aviv-yafo	350	attested	catholic;nicene;orthodox	roman-empire	Syria Palaestina		e4acdf0797
city:samaria-sebastiyah	40	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		d42ed110b6
city:samaria-sebastiyah	50	probable	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		2e89e42a9b
city:samaria-sebastiyah	60	probable	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Judaea		cec984003c
city:samaria-sebastiyah	70	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		8b67fb506d
city:samaria-sebastiyah	80	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		429b4e7d81
city:samaria-sebastiyah	90	probable	catholic;orthodox;proto-orthodox	roman-empire	Judaea		15cd9c43b0
city:samaria-sebastiyah	100	attested	catholic;orthodox;proto-orthodox	roman-empire	Judaea		0c108b8a88
city:samaria-sebastiyah	110	attested	catholic;orthodox;proto-orthodox	roman-empire	Judaea		0cd9442ee8
city:cyprus-salamis-famagusta-area	40	attested	jewish-christian;orthodox;proto-orthodox	roman-empire	Cyprus		bdfbea1ffe
city:cyprus-salamis-famagusta-area	50	attested	jewish-christian;orthodox;proto-orthodox	roman-empire	Cyprus		917c366f6a
city:cyprus-salamis-famagusta-area	60	attested	orthodox;proto-orthodox	roman-empire	Cyprus		ccfc610644
city:cyprus-salamis-famagusta-area	70	attested	orthodox;proto-orthodox	roman-empire	Cyprus		f6f30f7cd0
city:cyprus-salamis-famagusta-area	110	probable	orthodox;proto-orthodox	roman-empire	Cyprus		e02a8334fe
city:cyprus-salamis-famagusta-area	310	attested	orthodox;proto-orthodox	roman-empire	Cyprus		8a5e51e7d1
city:cyprus-salamis-famagusta-area	320	attested	nicene;orthodox	roman-empire	Cyprus	Nicaea I (325): affected	2b27fcd3f4
city:cyprus-salamis-famagusta-area	350	attested	nicene;orthodox	roman-empire	Cyprus		9bd4d286c9
city:tyre-tyre-sur	50	attested	catholic;jewish-christian;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		0dacef800f
city:tyre-tyre-sur	60	probable	catholic;jewish-christian;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		4a96d231b9
city:tyre-tyre-sur	200	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		c0bbedce92
city:tyre-tyre-sur	210	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		04265a5693
city:tyre-tyre-sur	220	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		1a58b813d2
city:tyre-tyre-sur	230	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		76f912cae2
city:tyre-tyre-sur	240	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		34e0474888
city:tyre-tyre-sur	250	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		1969323901
city:tyre-tyre-sur	260	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		a6142edf91
city:tyre-tyre-sur	270	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		ddc9128dbc
city:tyre-tyre-sur	280	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		a7712e1ea1
city:tyre-tyre-sur	290	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		a7712e1ea1
city:tyre-tyre-sur	300	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		f0e69677d3
city:tyre-tyre-sur	310	attested	catholic;maronite;orthodox;proto-orthodox	roman-empire	Syria Phoenice		41545663c2
city:tyre-tyre-sur	320	attested	catholic;maronite;nicene;orthodox	roman-empire	Syria Phoenice	Nicaea I (325): affected	2f2d13ba45
city:tyre-tyre-sur	330	attested	catholic;maronite;nicene;orthodox	roman-empire	Syria Phoenice		a5bb14403f
city:philippi-filippoi	50	attested	jewish-christian;orthodox;proto-orthodox	roman-empire	Macedonia		7b81311490
city:philippi-filippoi	60	attested	orthodox;proto-orthodox	roman-empire	Macedonia		ad1943d125
city:philippi-filippoi	70	attested	orthodox;proto-orthodox	roman-empire	Macedonia		3c94a5f448
city:philippi-filippoi	80	attested	orthodox;proto-orthodox	roman-empire	Macedonia		7bb1fc6202
city:philippi-filippoi	90	attested	orthodox;proto-orthodox	roman-empire	Macedonia		0dd11c2080
city:philippi-filippoi	100	attested	orthodox;proto-orthodox	roman-empire	Macedonia		d543c764c9
city:philippi-filippoi	110	attested	orthodox;proto-orthodox	roman-empire	Macedonia		34c94cd2d8
city:philippi-filippoi	120	attested	orthodox;proto-orthodox	roman-empire	Macedonia		b794b467d3
city:philippi-filippoi	130	probable	orthodox;proto-orthodox	roman-empire	Macedonia		18e261526a
city:philippi-filippoi	140	probable	orthodox;proto-orthodox	roman-empire	Macedonia		18e261526a
city:philippi-filippoi	150	probable	orthodox;proto-orthodox	roman-empire	Macedonia		18e261526a
city:philippi-filippoi	310	attested	orthodox;proto-orthodox	roman-empire	Macedonia		860d6c19c2
city:philippi-filippoi	320	attested	nicene;orthodox	roman-empire	Macedonia	Nicaea I (325): affected	0dfcb853c9
city:thessalonica-thessaloniki	50	attested	jewish-christian;orthodox;proto-orthodox	roman-empire	Macedonia		820c1a882f
city:thessalonica-thessaloniki	60	attested	orthodox;proto-orthodox	roman-empire	Macedonia		17d6b0dedc
city:thessalonica-thessaloniki	70	attested	orthodox;proto-orthodox	roman-empire	Macedonia		fb279dc12e
city:thessalonica-thessaloniki	80	attested	orthodox;proto-orthodox	roman-empire	Macedonia		8bbf5f8c1e
city:thessalonica-thessaloniki	90	attested	orthodox;proto-orthodox	roman-empire	Macedonia		ea58758cbc
city:thessalonica-thessaloniki	100	attested	orthodox;proto-orthodox	roman-empire	Macedonia		dc8a9a4512
city:thessalonica-thessaloniki	110	attested	orthodox;proto-orthodox	roman-empire	Macedonia		f1515a9266
city:thessalonica-thessaloniki	120	probable	orthodox;proto-orthodox	roman-empire	Macedonia		4cf9bc06ca
city:thessalonica-thessaloniki	310	attested	orthodox;proto-orthodox	roman-empire	Macedonia		5180f241e6
city:thessalonica-thessaloniki	320	attested	nicene;orthodox	roman-empire	Macedonia	Nicaea I (325): affected	5ee4728e65
city:corinth-ancient-corinth	50	attested	jewish-christian;orthodox;proto-orthodox	roman-empire	Achaea		70aa543de2
city:corinth-ancient-corinth	60	attested	orthodox;proto-orthodox	roman-empire	Achaea		120787e7d2
city:corinth-ancient-corinth	70	attested	orthodox;proto-orthodox	roman-empire	Achaea		88be4d856a
city:corinth-ancient-corinth	80	attested	orthodox;proto-orthodox	roman-empire	Achaea		3ec897bba0
city:corinth-ancient-corinth	90	attested	orthodox;proto-orthodox	roman-empire	Achaea		eb22310465
city:corinth-ancient-corinth	100	attested	orthodox;proto-orthodox	roman-empire	Achaea		f1891fca53
city:corinth-ancient-corinth	110	attested	orthodox;proto-orthodox	roman-empire	Achaea		491e646eae
city:corinth-ancient-corinth	120	attested	orthodox;proto-orthodox	roman-empire	Achaea		89ab9eaff4
city:corinth-ancient-corinth	130	attested	orthodox;proto-orthodox	roman-empire	Achaea		5406aea803
city:corinth-ancient-corinth	140	attested	orthodox;proto-orthodox	roman-empire	Achaea		291696cc8c
city:corinth-ancient-corinth	150	attested	orthodox;proto-orthodox	roman-empire	Achaea		8bdc9f29a0
city:corinth-ancient-corinth	160	attested	orthodox;proto-orthodox	roman-empire	Achaea		cc63fb601b
city:corinth-ancient-corinth	170	attested	orthodox;proto-orthodox	roman-empire	Achaea		f24f2f9e07
city:corinth-ancient-corinth	180	attested	orthodox;proto-orthodox	roman-empire	Achaea		8b5f618c51
city:corinth-ancient-corinth	190	attested	orthodox;proto-orthodox	roman-empire	Achaea		88ceeab955
city:corinth-ancient-corinth	200	attested	orthodox;proto-orthodox	roman-empire	Achaea		a666442c92
city:corinth-ancient-corinth	230	attested	orthodox;proto-orthodox	roman-empire	Achaea		696b1b4ebf
city:corinth-ancient-corinth	310	attested	orthodox;proto-orthodox	roman-empire	Achaea		f15dcba8f4
city:corinth-ancient-corinth	320	attested	nicene;orthodox	roman-empire	Achaea	Nicaea I (325): affected	3fea20dcf2
city:rome-rome	40	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Italia		7b1f4476db
city:rome-rome	50	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Italia		8ff8431b80
city:rome-rome	60	attested	catholic;jewish-christian;orthodox;proto-orthodox	roman-empire	Italia		0e1f0702b1
city:rome-rome	70	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		312d125fe5
city:rome-rome	80	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		377d122785
city:rome-rome	90	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		be666beb42
city:rome-rome	100	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		dcfd4d1daf
city:rome-rome	110	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		76745d66c7
city:rome-rome	120	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		171569867f
city:rome-rome	130	attested	catholic;gnostic;orthodox;proto-orthodox	roman-empire	Italia		6c5029758e
city:rome-rome	140	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		dde0692e8a
city:rome-rome	150	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		d9e0afd19c
city:rome-rome	160	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		8fdc90f316
city:rome-rome	170	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		b51e651b46
city:rome-rome	180	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		28baddbd5c
city:rome-rome	190	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		932d380d29
city:rome-rome	200	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		44f1ffcb1c
city:rome-rome	210	attested	catholic;novatianist;orthodox;proto-orthodox	roman-empire	Italia		a447c70052
city:rome-rome	220	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		7495e858e3
city:rome-rome	230	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		a8396c5a58
city:rome-rome	240	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		c44da24501
city:rome-rome	250	attested	catholic;novatianist;orthodox;proto-orthodox	roman-empire	Italia		4447044154
city:rome-rome	260	attested	catholic;novatianist;orthodox;proto-orthodox	roman-empire	Italia		998b9bb691
city:rome-rome	270	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		7fed408016
city:rome-rome	280	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		c23be8242e
city:rome-rome	290	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		d5296735b2
city:rome-rome	300	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		17a84b5b73
city:rome-rome	310	attested	catholic;orthodox;proto-orthodox	roman-empire	Italia		48f05c3b83
city:rome-rome	320	attested	catholic;nicene;orthodox	roman-empire	Italia	Nicaea I (325): supports	f5dc15e4df
city:rome-rome	330	attested	catholic;nicene;orthodox	roman-empire	Italia		96a71d3a0a
city:rome-rome	340	attested	catholic;nicene;orthodox	roman-empire	Italia		f452a2c65b
city:rome-rome	350	attested	catholic;nicene;orthodox	roman-empire	Italia		a054f79752
city:alexandria-alexandria	40	claimed_tradition	catholic;jewish-christian;miaphysite;orthodox;proto-orthodox	roman-empire	Aegyptus		7945bcff31
city:alexandria-alexandria	50	claimed_tradition	catholic;jewish-christian;miaphysite;orthodox;proto-orthodox	roman-empire	Aegyptus		ed195a0022
city:alexandria-alexandria	60	probable	catholic;jewish-christian;miaphysite;orthodox;proto-orthodox	roman-empire	Aegyptus		3150a3ba9f
city:alexandria-alexandria	70	probable	catholic;miaphysite;orthodox;proto-orthodox	roman-empire	Aegyptus		03b5ed4f73
city:alexandria-alexandria	80	probable	catholic;miaphysite;orthodox;proto-orthodox	roman-empire	Aegyptus		b25c63c78b
