batch_id	queue	subject_ids	claim_count	status	claims_approved	claims_needs_revision	claims_rejected	claims_superseded	claims_reopened	claims_fixed	evidence_fixed	evidence_deleted	passages_fixed	sources_fixed	blocking_issue_count	advisory_issue_count	top_issue_codes	started_at	completed_at
batch-084	1	commentary-on-matthew-origen	16	pending															
batch-085	1	hymns-on-faith-ephrem	16	pending															
batch-086	1	dialogue-with-trypho	15	pending															
batch-087	1	commentary-on-romans-origen	15	pending															
batch-088	1	revelation-of-john	14	pending															
batch-089	1	teaching-of-the-twelve-apostles	14	pending															
batch-090	1	origen-of-alexandria	14	pending															
batch-091	1	commentary-on-john-origen	14	pending															
batch-092	1	silas	13	pending															
batch-093	1	epistle-of-barnabas	13	pending															
batch-094	1	cyprian-of-carthage	13	pending															
batch-095	1	epistula-73-cyprian	13	pending															
batch-096	1	eusebius-of-caesarea	13	pending															
batch-097	1	john-mark	12	pending															
batch-098	1	on-prayer-origen	12	pending															
batch-099	1	epistula-64-cyprian	12	pending															
batch-100	1	sententiae-episcoporum	12	pending															
batch-101	1	luke-the-evangelist	11	pending															
batch-102	1	timothy	11	pending															
batch-103	1	marcionites	11	pending															
batch-104	1	paedagogus	11	pending															
batch-105	1	homilies-on-luke-origen	11	pending															
batch-106	1	homilies-on-jeremiah-origen	11	pending															
batch-107	1	commentary-on-diatessaron-ephrem	11	pending															
batch-108	1	homily-on-the-passover	10	pending															
batch-109	1	tertullian	10	pending															
batch-110	1	stromateis	10	pending															
batch-111	1	exhortation-to-martyrdom	10	pending															
batch-112	1	de-habitu-virginum	10	pending															
batch-113	1	de-trinitate-novatian	10	pending															
batch-114	1	novatianists	10	pending															
batch-115	1	hymns-against-heresies-ephrem	10	pending															
batch-116	1	james-the-just; apollos; aristarchus	20	pending															
batch-117	1	aristarchus; valentinus; marcion-of-sinope	20	pending															
batch-118	1	marcion-of-sinope; shepherd-of-hermas; irenaeus-of-lyons	20	pending															
batch-119	1	irenaeus-of-lyons; dionysius-of-alexandria; ad-donatum	20	pending															
batch-120	1	ad-donatum; ecclesiastical-history-of-eusebius; rufinus-ecclesiastical-history; james-son-of-zebedee	20	pending															
batch-121	1	james-son-of-zebedee; aquila; epaphras	20	pending															
batch-122	1	epaphras; first-epistle-of-peter; ignatius-of-antioch; saturninus	20	pending															
batch-123	1	saturninus; valentinians; hegesippus	20	pending															
batch-124	1	hegesippus; embassy-for-the-christians; adversus-judaeos-tertullian; contra-noetum	20	pending															
batch-125	1	contra-noetum; adversus-marcionem; cornelius-pope	20	pending															
batch-126	1	cornelius-pope; frumentius; hymns-on-nativity-ephrem; philostorgius-ecclesiastical-history	20	pending															
batch-127	1	philostorgius-ecclesiastical-history; philip-the-evangelist; priscilla	20	pending															
batch-128	1	priscilla; cerinthus; docetists; justin-martyr	20	pending															
batch-129	1	justin-martyr; polycarp-of-smyrna; basilides; montanists	20	pending															
batch-130	1	montanists; de-baptismo; address-to-origen; vita-constantini-eusebius	20	pending															
batch-131	1	vita-constantini-eusebius; hymns-on-paradise-ephrem; andrew; simon-magus	20	pending															
batch-132	1	simon-magus; acts-of-the-apostles; titus; first-epistle-to-the-corinthians	20	pending															
batch-133	1	first-epistle-to-the-corinthians; ebionites; oration-to-the-greeks; pantaenus; ad-autolycum	20	pending															
batch-134	1	ad-autolycum; hippolytus-of-rome; on-christ-and-antichrist; refutation-of-all-heresies	20	pending															
batch-135	1	refutation-of-all-heresies; arius; constantius-ii; bartholomew	20	pending															
batch-136	1	philip-the-apostle; thomas; agabus; epistle-to-the-romans	20	pending															
batch-137	1	onesiphorus; demas; papias-fragments; bardaisan-of-edessa	20	pending															
batch-138	1	martyrdom-of-polycarp; montanus; victor-i-of-rome; demetrius-of-alexandria	20	pending															
batch-139	1	protrepticus; de-praescriptione-haereticorum; church-of-the-east; commentary-on-daniel-hippolytus	20	pending															
batch-140	1	alexander-of-jerusalem; adversus-praxean; firmilian-of-caesarea; novatian	20	pending															
batch-141	1	stephen-i-pope; aksumite-church; ezana-of-aksum; theophilus-the-indian	20	pending															
batch-142	1	john-the-baptist; followers-of-john-the-baptist; mary-mother-of-jesus; judas-iscariot; mary-magdalene	20	pending															
batch-143	1	second-epistle-to-the-corinthians; gaius-of-derbe; secundus; trophimus; tychicus	20	pending															
batch-144	1	epaphroditus; onesimus; gospel-of-mark; first-epistle-of-john; apology-of-aristides	20	pending															
batch-145	1	polycrates-of-ephesus; maximilla; dionysius-of-corinth; diatessaron; clement-of-alexandria	20	pending															
batch-146	1	quis-dives-salvetur; callistus-i; de-carne-christi; ambrose-of-alexandria; gregory-thaumaturgus	20	pending															
batch-147	1	fabian; ephrem-the-syrian; rufinus-of-aquileia; pontius-pilate; pharisees; herodians	20	pending															
batch-148	1	herodians; matthew-the-apostle; nathanael; joseph-of-arimathea; nicodemus; stephen; cornelius; lucius-of-cyrene	20	pending															
batch-149	1	lucius-of-cyrene; manaen; epistle-to-the-galatians; jason; first-epistle-to-the-thessalonians; lydia; second-epistle-to-the-thessalonians	20	pending															
batch-150	1	crispus; stephanas; epistle-to-the-colossians; epistle-to-the-philippians; epistle-to-the-ephesians; phoebe; erastus	20	pending															
batch-151	1	erastus; sopater; julius; archippus; nympha; carpus; crescens; gospel-of-luke	20	pending															
batch-152	1	gospel-of-luke; gospel-of-matthew; nicolaitans; gospel-of-john; clement-of-rome; marcion-antitheses; tatian-the-assyrian	20	pending															
batch-153	1	anicetus; eleutherus; bardesanites; book-of-laws-of-countries; apologeticum; de-spectaculis; de-paenitentia	20	pending															
batch-154	1	de-paenitentia; zephyrinus; julius-africanus; heraclas; de-resurrectione-carnis; de-corona; pontian; arabian-christians	20	pending															
batch-155	1	arabian-christians; celerinus; decian-persecution; jacob-of-nisibis; constantine-i; british-church; addai-of-edessa	20	pending															
batch-156	1	sirach; essenes; zealots; herod-antipas; baptism-of-jesus; calling-of-the-first-disciples; sermon-on-the-mount; lazarus-of-bethany; martha-of-bethany; arrest-of-jesus	20	pending															
batch-157	1	ascension-of-jesus; burial-of-jesus; crucifixion-of-jesus; jesus-before-pilate; triumphal-entry-into-jerusalem; last-supper; pentecost; resurrection-of-jesus; temple-cleansing; ananias-of-damascus	20	pending															
batch-158	1	pauls-conversion; jerusalem-persecution-after-stephen; stephens-martyrdom; simon-the-tanner; tabitha; caesarea; herod-agrippa-i; herodian-persecution-of-jerusalem-church; james-son-of-zebedee-martyrdom; epistle-of-james	20	pending															
batch-159	1	sergius-paulus; simeon-called-niger; council-of-jerusalem; damaris; dionysius; titius-justus; sosthenes; epistle-to-philemon; epistle-to-titus; first-epistle-to-timothy	20	pending															
batch-160	1	second-epistle-to-timothy; andronicus; asyncritus; hermas; hermes; julia-of-rome; junia; mary-of-rome; mnason; nereus-of-rome	20	pending															
batch-161	1	olympas; patrobas; persis; philologus; phlegon; rufus-of-rome; stachys; tryphaena; tryphosa; urbanus	20	pending															
batch-162	1	roman-church; laodicea; apphia; euodia; philemon; syntyche; epistle-of-jude; second-epistle-of-peter; james-the-just-martyrdom; great-fire-of-rome	20	pending															
batch-163	1	neronian-persecution; epistle-to-the-hebrews; sack-of-jerusalem; alexandrian-church; second-epistle-of-john; cerinthians; antiquities-of-the-jews; antipas-of-pergamum; antipas-martyrdom; john-on-patmos	20	pending															
batch-164	1	domitian-persecution; papias-of-hierapolis; ignatius-martyrdom; aristides-of-athens; marcion-gospel; marcion-excommunication; polycarp-martyrdom; priscilla-montanist; melito-of-sardis; justin-martyrdom	20	pending															
batch-165	1	on-the-resurrection-of-the-dead; lyons-persecution; irenaeus-writes-against-heresies; quartodeciman-controversy; de-oratione; abgar-viii-of-edessa; hippolytus-callistus-schism; beryllus-of-bostra; urban-i; sardinian-exile	20	pending															
batch-166	1	pontius-deacon; alban-of-britain; novatian-schism; lucius-i-pope; aphrahat; council-of-nicaea-325; philostorgius; socrates-ecclesiastical-history; christianization-of-aksum; conversion-of-edessa	20	pending															
batch-167	1	council-of-arles-314; council-of-carthage-251; council-of-carthage-252; council-of-carthage-256; council-of-ephesus-431; cyprians-martyrdom; dura-europos-church-construction; origen-expulsion-from-alexandria; fall-of-nisibis-363; martyrdom-of-alban	20	pending															
batch-168	1	mission-of-pantaenus-to-india; pauls-martyrdom; peters-martyrdom; persecution-of-shapur-ii; synod-of-bostra; mission-of-theophilus-to-himyar; origen-torture-under-decius; samaritans; jubilees; qumran-community; qumran; community-rule; first-enoch	20	pending															
batch-169	1	damascus-document; psalms-of-solomon; war-scroll; wisdom-of-solomon; bethany-beyond-the-jordan; capernaum; jerusalem; nazareth; sadducees; galilee; judea; bethsaida; cana; bethany-near-jerusalem; caiaphas; jericho; jerusalem-church; joppa; samaria; judas-damascus-householder	20	pending															
batch-170	1	damascus; aeneas; lydda; antioch-church; antioch; paphos; salamis; cyprus; galatia; lystra; philippian-church; philippi; athens; berea; corinthian-church; thessalonian-church; achaia; corinth; thessalonica; rome	20	pending															
batch-171	1	gallio; ephesian-church; asia; ephesus; india-malabar; alexander-ephesus-riot; demetrius; tyrannus; ananias-high-priest; assos; chios; derbe; miletus; mitylene; samos; troas; tyre; tertullus; drusilla; felix	20	pending															
batch-172	1	clauda; cnidus; fair-havens; myra; phoenix-crete; salmone; sidon; agrippa-ii; bernice; festus; lycia; colossian-church; appii-forum; colossae; malta; puteoli; rhegium; syracuse; three-taverns; publius	20	pending															
batch-173	1	laodicean-church; hierapolis; ananus-ii; bithynia; cappadocia; pontus; crete; nero; nicopolis; dalmatia; alexandria; egypt; the-jewish-war; patmos; pergamum-church; philadelphia-church; sardis-church; smyrna-church; thyatira-church; pergamum	20	pending															
batch-174	1	philadelphia-asia; sardis; smyrna; thyatira; hermas-shepherd; sinope; flavia-neapolis; caesarean-church; annals-of-tacitus; letter-to-diognetus; phrygia; theophilus-of-antioch; edessa; gaul; carthage-church; carthage; emmaus-nicopolis; edessa-church; arbela; britannia	20	pending															
batch-175	1	caesarea-cappadocia; dura-europos; sardinia; neocaesarea; bostra; najran; seleucia-ctesiphon; gregory-the-illuminator; vagharshapat; nisibis; battle-of-milvian-bridge; edict-of-milan-313; arles; londinium; aksum; shapur-ii; zafar; third-epistle-of-john; council-of-constantinople-381; cyril-of-alexandria	20	pending															
batch-176	1	gregory-of-nazianzus; john-the-baptists-martyrdom	2	pending															
